id,age, gender, education_level, job_title, years_of_experience, salary
2478,35,Female,Masters Degree,Full Stack Engineer,10,152039
2479,28,Male,Masters Degree,Front end Developer,5,76742
2480,57,Female,PhD,Software Engineer Manager,33,191790
2481,46,Female,Bachelors Degree,Senior Software Engineer,20,139398
2482,28,Male,High School,Back end Developer,7,95845
2483,34,Male,Masters Degree,Full Stack Engineer,12,160976
2484,33,Female,Masters Degree,Senior Project Engineer,9,126753
2485,37,Other,Masters Degree,Full Stack Engineer,14,161393
2486,33,Male,Masters Degree,Senior Software Engineer,8,139817
2487,53,Male,PhD,Software Engineer Manager,25,181714
2488,35,Female,Bachelors Degree,Back end Developer,10,114776
2489,30,Male,Masters Degree,Full Stack Engineer,6,105725
2490,24,Female,High School,Senior Project Engineer,1,52731
2491,36,Male,Masters Degree,Front end Developer,8,106492
2492,27,Female,Bachelors Degree,Full Stack Engineer,4,73895
2493,23,Male,PhD,Software Engineer Manager,1,119836
2494,28,Female,Masters Degree,Senior Software Engineer,5,99747
2495,52,Male,Bachelors Degree,Back end Developer,25,168287
2496,28,Female,Masters Degree,Full Stack Engineer,7,115920
2497,32,Male,Masters Degree,Senior Project Engineer,11,128078
2498,24,Female,Bachelors Degree,Front end Developer,1,51265
2499,43,Male,High School,Senior Software Engineer,22,165919
2500,60,Female,PhD,Software Engineer Manager,34,188651
2501,24,Male,Masters Degree,Back end Developer,0,55538
2502,55,Male,Bachelors Degree,Senior Project Engineer,28,193964
2503,29,Female,Masters Degree,Full Stack Engineer,4,104702
2504,44,Male,PhD,Software Engineer Manager,19,172955
2505,40,Female,Masters Degree,Senior Software Engineer,16,138032
2506,27,Male,Bachelors Degree,Back end Developer,4,82683
2507,43,Male,Masters Degree,Full Stack Engineer,17,155414
2508,49,Female,High School,Senior Project Engineer,25,154207
2509,30,Male,Masters Degree,Front end Developer,8,107895
2510,42,Female,Bachelors Degree,Senior Software Engineer,18,148446
2511,26,Male,Masters Degree,Full Stack Engineer,4,102859
2512,41,Female,PhD,Software Engineer Manager,13,138662
2513,46,Male,Bachelors Degree,Senior Project Engineer,23,181699
2514,57,Female,Masters Degree,Full Stack Engineer,33,188232
2515,22,Female,High School,Back end Developer,0,51832
2516,54,Male,PhD,Software Engineer Manager,28,188484
2517,42,Female,Masters Degree,Senior Software Engineer,16,138286
2518,49,Male,Bachelors Degree,Full Stack Engineer,22,181132
2519,27,Female,Masters Degree,Back end Developer,4,73938
2520,36,Male,Bachelors Degree,Senior Project Engineer,14,119224
2521,31,Female,Masters Degree,Full Stack Engineer,6,101186
2522,39,Male,Masters Degree,Software Engineer Manager,14,142360
2523,41,Female,Bachelors Degree,Senior Project Engineer,20,151315
2524,48,Male,PhD,Full Stack Engineer,23,181021
2525,39,Female,Masters Degree,Senior Software Engineer,15,134641
2526,48,Male,Bachelors Degree,Front end Developer,23,173851
2527,31,Other,High School,Back end Developer,8,104127
2528,47,Male,Masters Degree,Senior Project Engineer,25,178859
2529,29,Female,PhD,Full Stack Engineer,5,98568
2530,32,Male,Bachelors Degree,Software Engineer Manager,9,104661
2531,38,Female,Masters Degree,Senior Software Engineer,13,134858
2532,34,Male,Bachelors Degree,Back end Developer,10,94502
2533,23,Other,High School,Front end Developer,2,62852
2534,36,Male,Bachelors Degree,Front end Developer,14,139095
2535,30,Female,Masters Degree,Senior Project Engineer,5,106278
2536,28,Male,Masters Degree,Full Stack Engineer,4,90452
2537,46,Female,PhD,Software Engineer Manager,23,168304
2538,34,Male,Bachelors Degree,Back end Developer,10,126593
2539,44,Male,Masters Degree,Senior Software Engineer,19,152203
2540,55,Female,PhD,Software Engineer Manager,30,183138
2541,35,Male,Masters Degree,Full Stack Engineer,9,130275
2542,54,Male,Bachelors Degree,Senior Project Engineer,29,191915
2543,23,Female,High School,Back end Developer,2,62807
2544,46,Male,Masters Degree,Senior Software Engineer,21,174305
2545,33,Female,Bachelors Degree,Full Stack Engineer,9,133326
2546,26,Male,Masters Degree,Front end Developer,4,75656
2547,43,Female,PhD,Software Engineer Manager,19,155944
2548,36,Male,Masters Degree,Full Stack Engineer,11,137775
2549,23,Female,Bachelors Degree,Senior Project Engineer,0,51831
2550,49,Male,Masters Degree,Software Engineer Manager,22,182237
2551,35,Female,Masters Degree,Full Stack Engineer,10,151901
2552,31,Male,Bachelors Degree,Back end Developer,8,100052
2553,54,Other,High School,Senior Software Engineer,29,158254
2554,43,Male,Masters Degree,Full Stack Engineer,20,167207
2555,33,Female,Masters Degree,Senior Project Engineer,10,112439
2556,52,Female,PhD,Software Engineer Manager,29,194214
2557,28,Male,Bachelors Degree,Full Stack Engineer,5,84407
2558,36,Female,Masters Degree,Senior Software Engineer,13,139413
2559,43,Male,Bachelors Degree,Senior Project Engineer,20,143084
2560,50,Female,Masters Degree,Full Stack Engineer,25,192344
2561,24,Male,PhD,Software Engineer Manager,1,106132
2562,52,Male,Masters Degree,Senior Software Engineer,26,184816
2563,46,Female,Bachelors Degree,Back end Developer,19,150248
2564,38,Male,Masters Degree,Full Stack Engineer,15,170995
2565,29,Male,Bachelors Degree,Senior Project Engineer,6,88035
2566,33,Female,Masters Degree,Front end Developer,10,119419
2567,47,Male,PhD,Software Engineer Manager,21,173582
2568,45,Female,Masters Degree,Senior Software Engineer,23,174436
2569,28,Male,Bachelors Degree,Back end Developer,4,71699
2570,42,Female,Masters Degree,Full Stack Engineer,14,163558
2571,46,Male,Bachelors Degree,Senior Project Engineer,24,166828
2572,38,Female,PhD,Software Engineer Manager,15,144496
2573,54,Male,Masters Degree,Senior Software Engineer,31,193746
2574,33,Female,Masters Degree,Full Stack Engineer,8,122581
2575,27,Male,High School,Back end Developer,4,79767
2576,50,Female,Bachelors Degree,Senior Project Engineer,25,177177
2577,26,Male,Masters Degree,Full Stack Engineer,4,89843
2578,31,Female,Masters Degree,Senior Software Engineer,6,113563
2579,35,Male,Bachelors Degree,Front end Developer,10,128712
2580,44,Female,PhD,Software Engineer Manager,18,161621
2581,32,Male,Masters Degree,Senior Project Engineer,8,121454
2582,54,Male,Bachelors Degree,Full Stack Engineer,25,179987
2583,26,Female,Masters Degree,Front end Developer,3,72649
2584,23,Male,PhD,Software Engineer Manager,0,52612
2585,48,Female,Masters Degree,Senior Software Engineer,24,184006
2586,38,Male,Bachelors Degree,Back end Developer,12,131960
2587,30,Female,Masters Degree,Full Stack Engineer,5,102465
2588,40,Male,Masters Degree,Software Engineer Manager,16,149748
2589,45,Female,Bachelors Degree,Senior Project Engineer,22,171036
2590,36,Male,Masters Degree,Full Stack Engineer,13,146351
2591,52,Male,PhD,Software Engineer Manager,26,185462
2592,31,Female,Bachelors Degree,Senior Software Engineer,7,107718
2593,26,Male,Masters Degree,Full Stack Engineer,4,90944
2594,30,Female,Masters Degree,Senior Project Engineer,5,100425
2595,24,Male,Bachelors Degree,Back end Developer,2,63901
2596,45,Male,Masters Degree,Senior Software Engineer,22,181902
2597,33,Female,Masters Degree,Full Stack Engineer,9,136533
2598,38,Male,Bachelors Degree,Front end Developer,11,136285
2599,54,Female,PhD,Software Engineer Manager,31,191818
2600,42,Male,Masters Degree,Full Stack Engineer,19,176643
2601,28,Female,Bachelors Degree,Senior Project Engineer,4,70022
2602,30,Male,Masters Degree,Front end Developer,6,99363
2603,43,Female,Masters Degree,Senior Software Engineer,19,152944
2604,35,Male,Bachelors Degree,Back end Developer,10,123386
2605,44,Male,Masters Degree,Full Stack Engineer,21,168906
2606,55,Female,Bachelors Degree,Senior Project Engineer,30,183020
2607,23,Male,High School,Front end Developer,1,47898
2608,39,Female,Masters Degree,Senior Software Engineer,14,135853
2609,43,Male,Bachelors Degree,Full Stack Engineer,17,149198
2610,29,Male,PhD,Software Engineer Manager,6,106662
2611,51,Male,Masters Degree,Senior Software Engineer,28,186610
2612,30,Female,Bachelors Degree,Senior Project Engineer,6,89995
2613,26,Male,Masters Degree,Full Stack Engineer,4,85825
2614,39,Female,PhD,Software Engineer Manager,13,143814
2615,49,Male,Masters Degree,Front end Developer,24,174726
2616,42,Female,Bachelors Degree,Senior Software Engineer,20,150534
2617,27,Male,Bachelors Degree,Back end Developer,4,68732
2618,43,Male,Masters Degree,Full Stack Engineer,21,187951
2619,37,Female,Bachelors Degree,Senior Project Engineer,13,137336
2620,51,Male,PhD,Software Engineer Manager,26,191159
2621,29,Female,Masters Degree,Full Stack Engineer,5,102868
2622,43,Male,Bachelors Degree,Senior Software Engineer,20,154281
2623,31,Male,Masters Degree,Back end Developer,8,111535
2624,30,Female,Masters Degree,Senior Project Engineer,6,107906
2625,36,Male,Bachelors Degree,Full Stack Engineer,13,143885
2626,52,Female,PhD,Software Engineer Manager,27,180958
2627,28,Male,Masters Degree,Senior Software Engineer,6,108607
2628,49,Male,Bachelors Degree,Back end Developer,24,178284
2629,27,Female,Masters Degree,Front end Developer,4,75969
2630,41,Male,Masters Degree,Senior Project Engineer,15,143705
2631,56,Female,PhD,Software Engineer Manager,31,197354
2632,46,Male,Bachelors Degree,Senior Software Engineer,22,174324
2633,32,Female,Masters Degree,Full Stack Engineer,8,123781
2634,38,Male,PhD,Software Engineer Manager,12,141735
2635,52,Male,Masters Degree,Senior Project Engineer,28,187120
2636,24,Female,Bachelors Degree,Back end Developer,1,61095
2637,49,Male,Masters Degree,Full Stack Engineer,22,179045
2638,35,Female,Masters Degree,Senior Software Engineer,10,130355
2639,31,Male,Bachelors Degree,Front end Developer,7,103282
2640,44,Female,PhD,Software Engineer Manager,18,157872
2641,33,Male,Masters Degree,Senior Project Engineer,10,117314
2642,54,Male,Bachelors Degree,Senior Software Engineer,30,186321
2643,33,Female,Masters Degree,Full Stack Engineer,11,129686
2644,27,Male,High School,Back end Developer,3,68611
2645,51,Female,Masters Degree,Senior Project Engineer,25,177913
2646,26,Male,Masters Degree,Full Stack Engineer,3,68472
2647,31,Female,Masters Degree,Senior Software Engineer,6,113065
2648,35,Male,Bachelors Degree,Front end Developer,9,125091
2649,45,Female,PhD,Software Engineer Manager,23,172925
2650,32,Male,Masters Degree,Senior Project Engineer,9,126916
2651,54,Male,Bachelors Degree,Full Stack Engineer,27,183417
2652,26,Female,Masters Degree,Front end Developer,4,76898
2653,23,Male,PhD,Software Engineer Manager,1,579
2654,26,Female,Bachelors Degree,Software Engineer,2,65000
2655,33,Male,Masters Degree,Data Analyst,8,120000
2656,29,Female,Bachelors Degree,Product Manager,4,90000
2657,41,Male,PhD,Data Scientist,15,190000
2658,35,Female,Masters Degree,Software Engineer,9,140000
2659,28,Male,Bachelors Degree,Software Developer,3,75000
2660,37,Female,Masters Degree,Data Scientist,11,160000
2661,33,Male,Bachelors Degree,Product Manager,8,130000
2662,24,Female,Masters Degree,Software Engineer,2,60000
2663,46,Male,PhD,Director of Data Science,20,220000
2664,29,Female,Bachelors Degree,Software Developer,5,80000
2665,31,Male,Masters Degree,Data Scientist,7,130000
2666,27,Female,Bachelors Degree,Software Engineer,3,65000
2667,38,Male,PhD,Senior Data Scientist,13,170000
2668,30,Female,Masters Degree,Product Manager,6,110000
2669,25,Male,Bachelors Degree,Front End Developer,2,50000
2670,44,Male,PhD,Director of Data Science,18,210000
2671,33,Female,Masters Degree,Data Analyst,8,100000
2672,22,Male,Bachelors Degree,Software Engineer,1,50000
2673,36,Male,Masters Degree,Product Manager,10,160000
2674,28,Female,Bachelors Degree,Software Engineer,4,70000
2675,41,Male,PhD,Senior Data Scientist,16,190000
2676,34,Female,Masters Degree,Data Scientist,9,140000
2677,23,Male,Bachelors Degree,Software Developer,1,45000
2678,32,Female,Masters Degree,Product Manager,7,120000
2679,25,Male,Masters Degree,Software Engineer,2,60000
2680,37,Female,Bachelors Degree,Data Analyst,11,150000
2681,28,Male,Bachelors Degree,Software Engineer,4,70000
2682,41,Female,PhD,Director of Data Science,16,200000
2683,34,Male,Masters Degree,Data Analyst,8,100000
2684,24,Female,Bachelors Degree,Software Developer,2,55000
2685,36,Male,PhD,Senior Data Scientist,12,170000
2686,30,Female,Bachelors Degree,Software Engineer,5,90000
2687,29,Male,Bachelors Degree,Front End Developer,4,80000
2688,42,Male,Masters Degree,Product Manager,14,180000
2689,26,Male,Bachelors Degree,Software Developer,2,60000
2690,35,Female,Masters Degree,Data Analyst,9,120000
2691,27,Female,Bachelors Degree,Software Engineer,3,70000
2692,48,Male,PhD,Director of Data Science,18,210000
2693,34,Male,Masters Degree,Data Scientist,9,140000
2694,23,Female,Bachelors Degree,Software Engineer,1,50000
2695,32,Male,Masters Degree,Product Manager,7,110000
2696,25,Female,Masters Degree,Software Engineer,2,60000
2697,37,Male,Bachelors Degree,Data Analyst,11,160000
2698,28,Male,Bachelors Degree,Software Engineer,4,75000
2699,41,Female,PhD,Director of Data Science,16,200000
2700,34,Male,Masters Degree,Data Analyst,8,100000
2701,24,Female,Bachelors Degree,Software Developer,2,55000
2702,36,Male,PhD,Senior Data Scientist,12,170000
2703,30,Female,Bachelors Degree,Software Engineer,5,90000
2704,29,Male,Bachelors Degree,Front End Developer,4,80000
2705,42,Male,Masters Degree,Product Manager,14,180000
2706,26,Male,Bachelors Degree,Software Developer,2,60000
2707,35,Female,Masters Degree,Data Analyst,9,120000
2708,27,Female,Bachelors Degree,Software Engineer,3,70000
2709,48,Male,PhD,Director of Data Science,18,210000
2710,34,Male,Masters Degree,Data Scientist,9,140000
2711,23,Female,Bachelors Degree,Software Engineer,1,50000
2712,32,Male,Masters Degree,Product Manager,7,110000
2713,25,Female,Masters Degree,Software Engineer,2,60000
2714,37,Male,Bachelors Degree,Data Analyst,11,160000
2715,28,Male,Bachelors Degree,Software Engineer,4,75000
2716,41,Female,PhD,Director of Data Science,16,200000
2717,34,Male,Masters Degree,Data Analyst,8,100000
2718,24,Female,Bachelors Degree,Software Developer,2,55000
2719,36,Male,PhD,Senior Data Scientist,12,170000
2720,30,Female,Bachelors Degree,Software Engineer,5,90000
2721,29,Male,Bachelors Degree,Front End Developer,4,80000
2722,42,Male,Masters Degree,Product Manager,14,180000
2723,26,Male,Bachelors Degree,Software Developer,2,60000
2724,35,Female,Masters Degree,Data Analyst,9,120000
2725,27,Female,Bachelors Degree,Software Engineer,3,70000
2726,48,Male,PhD,Director of Data Science,18,210000
2727,34,Male,Masters Degree,Data Scientist,9,140000
2728,23,Female,Bachelors Degree,Software Engineer,1,50000
2729,32,Male,Masters Degree,Product Manager,7,110000
2730,25,Female,Masters Degree,Software Engineer,2,60000
2731,37,Male,Bachelors Degree,Data Analyst,11,160000
2732,28,Male,Bachelors Degree,Software Engineer,4,75000
2733,41,Female,PhD,Director of Data Science,16,200000
2734,34,Male,Masters Degree,Data Analyst,8,100000
2735,24,Female,Bachelors Degree,Software Developer,2,55000
2736,36,Male,PhD,Senior Data Scientist,12,170000
2737,30,Female,Bachelors Degree,Software Engineer,5,90000
2738,29,Male,Bachelors Degree,Front End Developer,4,80000
2739,42,Male,Masters Degree,Product Manager,14,180000
2740,26,Male,Bachelors Degree,Software Developer,2,60000
2741,35,Female,Masters Degree,Data Analyst,9,120000
2742,27,Female,Bachelors Degree,Software Engineer,3,70000
2743,48,Male,PhD,Director of Data Science,18,210000
2744,34,Male,Masters Degree,Data Scientist,9,140000
2745,23,Female,Bachelors Degree,Software Engineer,1,50000
2746,32,Male,Masters Degree,Product Manager,7,110000
2747,25,Female,Masters Degree,Software Engineer,2,60000
2748,37,Male,Bachelors Degree,Data Analyst,11,160000
2749,28,Male,Bachelors Degree,Software Engineer,4,75000
2750,41,Female,PhD,Director of Data Science,16,200000
2751,34,Male,Masters Degree,Data Analyst,8,100000
2752,24,Female,Bachelors Degree,Software Developer,2,55000
2753,36,Male,PhD,Senior Data Scientist,12,170000
2754,30,Female,Bachelors Degree,Software Engineer,5,90000
2755,29,Male,Bachelors Degree,Front End Developer,4,80000
2756,42,Male,Masters Degree,Product Manager,14,180000
2757,26,Male,Bachelors Degree,Software Developer,2,60000
2758,35,Female,Masters Degree,Data Analyst,9,120000
