id,age, gender, education_level,role_name, years_of_experience, basic_salary,currency
1764,35,Male,Bachelors,Full Stack Engineer,8,145000,gbp
1765,41,Male,PhD,Senior Project Engineer,13,185000,gbp
1766,30,Male,Masters,Full Stack Engineer,5,105000,gbp
1767,33,Male,Bachelors,Front end Developer,6,110000,gbp
1768,55,Male,PhD,Software Engineer Manager,18,210000,gbp
1769,31,Male,Bachelors,Front end Developer,6,115000,gbp
1770,42,Female,Masters,Software Engineer Manager,13,170000,gbp
1771,27,Female,Bachelors,Back end Developer,3,80000,gbp
1772,51,Male,PhD,Senior Project Engineer,19,200000,gbp
1773,34,Female,Masters,Full Stack Engineer,7,130000,gbp
1774,38,Male,Bachelors,Software Engineer Manager,11,155000,gbp
1775,29,Male,Bachelors,Front end Developer,5,105000,gbp
1776,43,Female,PhD,Senior Project Engineer,14,190000,gbp
1777,36,Male,Masters,Back end Developer,8,140000,gbp
1778,48,Male,PhD,Software Engineer Manager,16,185000,gbp
1779,35,Female,Bachelors,Full Stack Engineer,8,145000,gbp
1780,30,Female,Masters,Front end Developer,4,90000,gbp
1781,50,Male,PhD,Senior Project Engineer,18,195000,gbp
1782,29,Male,Bachelors,Back end Developer,4,95000,gbp
1783,41,Male,Masters,Software Engineer Manager,13,170000,gbp
1784,33,Female,Bachelors,Full Stack Engineer,6,115000,gbp
1785,45,Male,PhD,Senior Project Engineer,16,185000,gbp
1786,28,Female,Bachelors,Front end Developer,2,65000,gbp
1787,39,Female,Masters,Software Engineer Manager,12,160000,gbp
1788,30,Male,Bachelors,Back end Developer,5,100000,gbp
1789,46,Male,PhD,Senior Project Engineer,15,180000,gbp
1790,25,Female,Bachelors,Front end Developer,1,55000,gbp
1791,42,Male,PhD,Software Engineer Manager,14,190000,gbp
1792,31,Male,Bachelors,Full Stack Engineer,6,115000,gbp
1793,49,Female,PhD,Senior Project Engineer,17,195000,gbp
1794,36,Male,Masters,Back end Developer,9,150000,gbp
1795,33,Female,Bachelors,Full Stack Engineer,6,115000,gbp
1796,45,Male,PhD,Software Engineer Manager,16,185000,gbp
1797,28,Female,Bachelors,Front end Developer,2,65000,gbp
1798,39,Female,Masters,Software Engineer Manager,12,160000,gbp
1799,30,Male,Bachelors,Back end Developer,5,100000,gbp
1800,46,Male,PhD,Senior Project Engineer,15,180000,gbp
1801,25,Female,Bachelors,Front end Developer,1,55000,gbp
1802,42,Male,PhD,Software Engineer Manager,14,190000,gbp
1803,31,Male,Bachelors,Full Stack Engineer,6,115000,gbp
1804,49,Female,PhD,Senior Project Engineer,17,195000,gbp
1805,36,Male,Masters,Back end Developer,9,150000,gbp
1806,33,Female,Bachelors,Full Stack Engineer,6,115000,gbp
1807,45,Male,PhD,Software Engineer Manager,16,185000,gbp
1808,28,Female,Bachelors,Front end Developer,2,65000,gbp
1809,39,Female,Masters,Software Engineer Manager,12,160000,gbp
1810,30,Male,Bachelors,Back end Developer,5,100000,gbp
1811,46,Male,PhD,Senior Project Engineer,15,180000,gbp
1812,25,Female,Bachelors,Front end Developer,1,55000,gbp
1813,42,Male,PhD,Software Engineer Manager,14,190000,gbp
1814,31,Male,Bachelors,Full Stack Engineer,6,115000,gbp
1815,49,Female,PhD,Senior Project Engineer,17,195000,gbp
1816,36,Male,Masters,Back end Developer,9,150000,gbp
1817,33,Female,Bachelors,Full Stack Engineer,6,115000,gbp
1818,45,Male,PhD,Software Engineer Manager,16,185000,gbp
1819,28,Female,Bachelors,Front end Developer,2,65000,gbp
1820,39,Female,Masters,Software Engineer Manager,12,160000,gbp
1821,30,Male,Bachelors,Back end Developer,5,100000,gbp
1822,46,Male,PhD,Senior Project Engineer,15,180000,gbp
1823,25,Female,Bachelors,Front end Developer,1,55000,gbp
1824,42,Male,PhD,Software Engineer Manager,14,190000,gbp
1825,31,Male,Bachelors,Full Stack Engineer,6,115000,gbp
1826,49,Female,PhD,Senior Project Engineer,17,195000,gbp
1827,36,Male,Masters,Back end Developer,9,150000,gbp
1828,33,Female,Bachelors,Full Stack Engineer,6,115000,gbp
1829,45,Male,PhD,Software Engineer Manager,16,185000,gbp
1830,28,Female,Bachelors,Front end Developer,2,65000,gbp
1831,39,Female,Masters,Software Engineer Manager,12,160000,gbp
1832,30,Male,Bachelors,Back end Developer,5,100000,gbp
1833,46,Male,PhD,Senior Project Engineer,15,180000,gbp
1834,25,Female,Bachelors,Front end Developer,1,55000,gbp
1835,42,Male,PhD,Software Engineer Manager,14,190000,gbp
1836,31,Male,Bachelors,Full Stack Engineer,6,115000,gbp
1837,49,Female,PhD,Senior Project Engineer,17,195000,gbp
1838,36,Male,Masters,Back end Developer,9,150000,gbp
1839,33,Female,Bachelors,Full Stack Engineer,6,115000,gbp
1840,45,Male,PhD,Software Engineer Manager,16,185000,gbp
1841,28,Female,Bachelors,Front end Developer,2,65000,gbp
1842,39,Female,Masters,Software Engineer Manager,12,160000,gbp
1843,30,Male,Bachelors,Back end Developer,5,100000,gbp
1844,46,Male,PhD,Senior Project Engineer,15,180000,gbp
1845,25,Female,Bachelors,Front end Developer,1,55000,gbp
1846,42,Male,PhD,Software Engineer Manager,14,190000,gbp
1847,31,Male,Bachelors,Full Stack Engineer,6,115000,gbp
1848,49,Female,PhD,Senior Project Engineer,17,195000,gbp
1849,36,Male,Masters,Back end Developer,9,150000,gbp
1850,33,Female,Bachelors,Full Stack Engineer,6,115000,gbp
1851,45,Male,PhD,Software Engineer Manager,16,185000,gbp
1852,28,Female,Bachelors,Front end Developer,2,65000,gbp
1853,39,Female,Masters,Software Engineer Manager,12,160000,gbp
1854,30,Male,Bachelors,Back end Developer,5,100000,gbp
1855,46,Male,PhD,Senior Project Engineer,15,180000,gbp
1856,25,Female,Bachelors,Front end Developer,1,55000,gbp
1857,42,Male,PhD,Software Engineer Manager,14,190000,gbp
1858,31,Male,Bachelors,Full Stack Engineer,6,115000,gbp
1859,49,Female,PhD,Senior Project Engineer,17,195000,gbp
1860,36,Male,Masters,Back end Developer,9,150000,gbp
1861,33,Female,Bachelors,Full Stack Engineer,6,115000,gbp
1862,45,Male,PhD,Software Engineer Manager,16,185000,gbp
1863,28,Female,Bachelors,Front end Developer,2,65000,gbp
1864,39,Female,Masters,Software Engineer Manager,12,160000,gbp
1865,30,Male,Bachelors,Back end Developer,5,100000,gbp
1866,46,Male,PhD,Senior Project Engineer,15,180000,gbp
1867,25,Female,Bachelors,Front end Developer,1,55000,gbp
1868,42,Male,PhD,Software Engineer Manager,14,190000,gbp
1869,31,Male,Bachelors,Full Stack Engineer,6,115000,gbp
1870,49,Female,PhD,Senior Project Engineer,17,195000,gbp
1871,36,Male,Masters,Back end Developer,9,150000,gbp
1872,33,Female,Bachelors,Full Stack Engineer,6,115000,gbp
1873,45,Male,PhD,Software Engineer Manager,16,185000,gbp
1874,28,Female,Bachelors,Front end Developer,2,65000,gbp
1875,39,Female,Masters,Software Engineer Manager,12,160000,gbp
1876,30,Male,Bachelors,Back end Developer,5,100000,gbp
1877,46,Male,PhD,Senior Project Engineer,15,180000,gbp
1878,25,Female,Bachelors,Front end Developer,1,55000,gbp
1879,42,Male,PhD,Software Engineer Manager,14,190000,gbp
1880,31,Male,Bachelors,Full Stack Engineer,6,115000,gbp
1881,49,Female,PhD,Senior Project Engineer,17,195000,gbp
1882,36,Male,Masters,Back end Developer,9,150000,gbp
1883,33,Female,Bachelors,Full Stack Engineer,6,115000,gbp
1884,45,Male,PhD,Software Engineer Manager,16,185000,gbp
1885,28,Female,Bachelors,Front end Developer,2,65000,gbp
1886,39,Female,Masters,Software Engineer Manager,12,160000,gbp
1887,30,Male,Bachelors,Back end Developer,5,100000,gbp
1888,46,Male,PhD,Senior Project Engineer,15,180000,gbp
1889,25,Female,Bachelors,Front end Developer,1,550,gbp
1890,29,Male,Bachelors,Front end Developer,4,90000,gbp
1891,40,Female,Masters,Software Engineer Manager,12,160000,gbp
1892,27,Female,Bachelors,Back end Developer,3,80000,gbp
1893,50,Male,PhD,Senior Project Engineer,18,195000,gbp
1894,33,Female,Masters,Full Stack Engineer,6,115000,gbp
1895,37,Male,Bachelors,Software Engineer Manager,10,150000,gbp
1896,28,Male,Bachelors,Front end Developer,2,65000,gbp
1897,44,Female,PhD,Senior Project Engineer,14,190000,gbp
1898,35,Male,Masters,Back end Developer,8,140000,gbp
1899,47,Male,PhD,Software Engineer Manager,16,185000,gbp
1900,34,Female,Bachelors,Full Stack Engineer,7,130000,gbp
1901,31,Female,Masters,Front end Developer,5,105000,gbp
1902,51,Male,PhD,Senior Project Engineer,19,200000,gbp
1903,30,Male,Bachelors,Back end Developer,5,100000,gbp
1904,42,Male,Masters,Software Engineer Manager,13,170000,gbp
1905,33,Female,Bachelors,Full Stack Engineer,6,115000,gbp
1906,45,Male,PhD,Senior Project Engineer,16,185000,gbp
1907,29,Female,Bachelors,Front end Developer,4,90000,gbp
1908,39,Female,Masters,Software Engineer Manager,12,160000,gbp
1909,27,Male,Bachelors,Back end Developer,3,80000,gbp
1910,49,Male,PhD,Senior Project Engineer,17,195000,gbp
1911,32,Female,Masters,Full Stack Engineer,6,115000,gbp
1912,36,Male,Bachelors,Software Engineer Manager,8,135000,gbp
1913,27,Male,Bachelors,Front end Developer,2,65000,gbp
1914,43,Female,PhD,Senior Project Engineer,14,190000,gbp
1915,34,Male,Masters,Back end Developer,8,140000,gbp
1916,46,Male,PhD,Software Engineer Manager,16,185000,gbp
1917,33,Female,Bachelors,Full Stack Engineer,7,130000,gbp
1918,30,Female,Masters,Front end Developer,5,105000,gbp
1919,50,Male,PhD,Senior Project Engineer,19,200000,gbp
1920,30,Male,Bachelors,Back end Developer,5,100000,gbp
1921,42,Male,Masters,Software Engineer Manager,13,170000,gbp
1922,33,Female,Bachelors,Full Stack Engineer,6,115000,gbp
1923,45,Male,PhD,Senior Project Engineer,16,185000,gbp
1924,29,Female,Bachelors,Front end Developer,4,90000,gbp
1925,39,Female,Masters,Software Engineer Manager,12,160000,gbp
1926,27,Male,Bachelors,Back end Developer,3,80000,gbp
1927,49,Male,PhD,Senior Project Engineer,17,195000,gbp
1928,32,Female,Masters,Full Stack Engineer,6,115000,gbp
1929,36,Male,Bachelors,Software Engineer Manager,8,135000,gbp
1930,27,Male,Bachelors,Front end Developer,2,65000,gbp
1931,43,Female,PhD,Senior Project Engineer,14,190000,gbp
1932,34,Male,Masters,Back end Developer,8,140000,gbp
1933,46,Male,PhD,Software Engineer Manager,16,185000,gbp
1934,33,Female,Bachelors,Full Stack Engineer,7,130000,gbp
1935,30,Female,Masters,Front end Developer,5,105000,gbp
1936,50,Male,PhD,Senior Project Engineer,19,200000,gbp
1937,30,Male,Bachelors,Back end Developer,5,100000,gbp
1938,42,Male,Masters,Software Engineer Manager,13,170000,gbp
1939,33,Female,Bachelors,Full Stack Engineer,6,115000,gbp
1940,45,Male,PhD,Senior Project Engineer,16,185000,gbp
1941,29,Female,Bachelors,Front end Developer,4,90000,gbp
1942,39,Female,Masters,Software Engineer Manager,12,160000,gbp
1943,27,Male,Bachelors,Back end Developer,3,80000,gbp
1944,49,Male,PhD,Senior Project Engineer,17,195000,gbp
1945,32,Female,Masters,Full Stack Engineer,6,115000,gbp
1946,36,Male,Bachelors,Software Engineer Manager,8,135000,gbp
1947,27,Male,Bachelors,Front end Developer,2,65000,gbp
1948,43,Female,PhD,Senior Project Engineer,14,190000,gbp
1949,34,Male,Masters,Back end Developer,8,140000,gbp
1950,46,Male,PhD,Software Engineer Manager,16,185000,gbp
1951,33,Female,Bachelors,Full Stack Engineer,7,130000,gbp
1952,30,Female,Masters,Front end Developer,5,105000,gbp
1953,50,Male,PhD,Senior Project Engineer,19,200000,gbp
1954,30,Male,Bachelors,Back end Developer,5,100000,gbp
1955,42,Male,Masters,Software Engineer Manager,13,170000,gbp
1956,33,Female,Bachelors,Full Stack Engineer,6,115000,gbp
1957,45,Male,PhD,Senior Project Engineer,16,185000,gbp
1958,29,Female,Bachelors,Front end Developer,4,90000,gbp
1959,39,Female,Masters,Software Engineer Manager,12,160000,gbp
1960,27,Male,Bachelors,Back end Developer,3,80000,gbp
1961,49,Male,PhD,Senior Project Engineer,17,195000,gbp
1962,32,Female,Masters,Full Stack Engineer,6,115000,gbp
1963,36,Male,Bachelors,Software Engineer Manager,8,135000,gbp
1964,27,Male,Bachelors,Front end Developer,2,65000,gbp
1965,43,Female,PhD,Senior Project Engineer,14,190000,gbp
1966,34,Male,Masters,Back end Developer,8,140000,gbp
1967,46,Male,PhD,Software Engineer Manager,16,185000,gbp
1968,33,Female,Bachelors,Full Stack Engineer,7,130000,gbp
1969,30,Female,Masters,Front end Developer,5,105000,gbp
1970,50,Male,PhD,Senior Project Engineer,19,200000,gbp
1971,30,Male,Bachelors,Back end Developer,5,100000,gbp
1972,42,Male,Masters,Software Engineer Manager,13,170000,gbp
1973,33,Female,Bachelors,Full Stack Engineer,6,115000,gbp
1974,45,Male,PhD,Senior Project Engineer,16,185000,gbp
1975,29,Female,Bachelors,Front end Developer,4,90000,gbp
1976,39,Female,Masters,Software Engineer Manager,12,160000,gbp
1977,27,Male,Bachelors,Back end Developer,3,80000,gbp
1978,49,Male,PhD,Senior Project Engineer,17,195000,gbp
1979,32,Female,Masters,Full Stack Engineer,6,115000,gbp
1980,36,Male,Bachelors,Software Engineer Manager,8,135000,gbp
1981,27,Male,Bachelors,Front end Developer,2,65000,gbp
1982,43,Female,PhD,Senior Project Engineer,14,190000,gbp
1983,34,Male,Masters,Back end Developer,8,140000,gbp
1984,46,Male,PhD,Software Engineer Manager,16,185000,gbp
1985,33,Female,Bachelors,Full Stack Engineer,7,130000,gbp
1986,30,Female,Masters,Front end Developer,5,105000,gbp
1987,50,Male,PhD,Senior Project Engineer,19,200000,gbp
1988,30,Male,Bachelors,Back end Developer,5,100000,gbp
1989,42,Male,Masters,Software Engineer Manager,13,170000,gbp
1990,33,Female,Bachelors,Full Stack Engineer,6,115000,gbp
1991,45,Male,PhD,Senior Project Engineer,16,185000,gbp
1992,29,Female,Bachelors,Front end Developer,4,90000,gbp
1993,39,Female,Masters,Software Engineer Manager,12,160000,gbp
1994,27,Male,Bachelors,Back end Developer,3,80000,gbp
1995,49,Male,PhD,Senior Project Engineer,17,195000,gbp
1996,32,Female,Masters,Full Stack Engineer,6,115000,gbp
1997,36,Male,Bachelors,Software Engineer Manager,8,135000,gbp
1998,27,Male,Bachelors,Front end Developer,2,65000,gbp
1999,43,Female,PhD,Senior Project Engineer,14,190000,gbp
2000,34,Male,Masters,Back end Developer,8,140000,gbp
2001,46,Male,PhD,Software Engineer Manager,16,185000,gbp
2002,33,Female,Bachelors,Full Stack Engineer,7,130000,gbp
2003,30,Female,Masters,Front end Developer,5,105000,gbp
2004,50,Male,PhD,Senior Project Engineer,19,200000,gbp
2005,30,Male,Bachelors,Back end Developer,5,100000,gbp
2006,42,Male,Masters,Software Engineer Manager,13,170000,gbp
2007,33,Female,Bachelors,Full Stack Engineer,6,115000,gbp
2008,45,Male,PhD,Senior Project Engineer,16,185000,gbp
2009,29,Female,Bachelors,Front end Developer,4,90000,gbp
2010,27,Male,Not applicable,Developer,7,100000,gbp
2011,31,Female,Bachelors,Front end Developer,6,110000,gbp
2012,37,Male,Masters,Software Engineer Manager,10,150000,gbp
2013,27,Male,Bachelors,Back end Developer,3,80000,gbp
2014,50,Male,PhD,Senior Project Engineer,18,195000,gbp
2015,32,Female,Masters,Full Stack Engineer,6,115000,gbp
2016,36,Male,Bachelors,Software Engineer Manager,8,135000,gbp
2017,27,Male,Bachelors,Front end Developer,2,65000,gbp
2018,43,Female,PhD,Senior Project Engineer,14,190000,gbp
2019,34,Male,Masters,Back end Developer,8,140000,gbp
2020,46,Male,PhD,Software Engineer Manager,16,185000,gbp
2021,33,Female,Bachelors,Full Stack Engineer,7,130000,gbp
2022,30,Female,Masters,Front end Developer,5,105000,gbp
2023,50,Male,PhD,Senior Project Engineer,19,200000,gbp
2024,30,Male,Bachelors,Back end Developer,5,100000,gbp
2025,42,Male,Masters,Software Engineer Manager,13,170000,gbp
2026,33,Female,Bachelors,Full Stack Engineer,6,115000,gbp
2027,45,Male,PhD,Senior Project Engineer,16,185000,gbp
2028,29,Female,Bachelors,Front end Developer,4,90000,gbp
2029,39,Female,Masters,Software Engineer Manager,12,160000,gbp
2030,27,Male,Bachelors,Back end Developer,3,80000,gbp
2031,49,Male,PhD,Senior Project Engineer,17,195000,gbp
2032,32,Female,Masters,Full Stack Engineer,6,115000,gbp
2033,36,Male,Bachelors,Software Engineer Manager,8,135000,gbp
2034,27,Male,Bachelors,Front end Developer,2,65000,gbp
2035,43,Female,PhD,Senior Project Engineer,14,190000,gbp
2036,34,Male,Masters,Back end Developer,8,140000,gbp
2037,46,Male,PhD,Software Engineer Manager,16,185000,gbp
2038,33,Female,Bachelors,Full Stack Engineer,7,130000,gbp
2039,30,Female,Masters,Front end Developer,5,105000,gbp
2040,50,Male,PhD,Senior Project Engineer,19,200000,gbp
2041,30,Male,Bachelors,Back end Developer,5,100000,gbp
2042,42,Male,Masters,Software Engineer Manager,13,170000,gbp
2043,33,Female,Bachelors,Full Stack Engineer,6,115000,gbp
2044,45,Male,PhD,Senior Project Engineer,16,185000,gbp
2045,29,Female,Bachelors,Front end Developer,4,90000,gbp
2046,39,Female,Masters,Software Engineer Manager,12,160000,gbp
2047,27,Male,Bachelors,Back end Developer,3,80000,gbp
2048,49,Male,PhD,Senior Project Engineer,17,195000,gbp
2049,32,Female,Masters,Full Stack Engineer,6,115000,gbp
2050,36,Male,Bachelors,Software Engineer Manager,8,135000,gbp
2051,27,Male,Bachelors,Front end Developer,2,65000,gbp
2052,43,Female,PhD,Senior Project Engineer,14,190000,gbp
2053,34,Male,Masters,Back end Developer,8,140000,gbp
2054,46,Male,PhD,Software Engineer Manager,16,185000,gbp
2055,33,Female,Bachelors,Full Stack Engineer,7,130000,gbp
2056,30,Female,Masters,Front end Developer,5,105000,gbp
2057,50,Male,PhD,Senior Project Engineer,19,200000,gbp
2058,30,Male,Bachelors,Back end Developer,5,100000,gbp
2059,42,Male,Masters,Software Engineer Manager,13,170000,gbp
2060,33,Female,Bachelors,Full Stack Engineer,6,115000,gbp
2061,45,Male,PhD,Senior Project Engineer,16,185000,gbp
2062,29,Female,Bachelors,Front end Developer,4,90000,gbp
2063,39,Female,Masters,Software Engineer Manager,12,160000,gbp
2064,27,Male,Bachelors,Back end Developer,3,80000,gbp
2065,49,Male,PhD,Senior Project Engineer,17,195000,gbp
2066,32,Female,Masters,Full Stack Engineer,6,115000,gbp
2067,36,Male,Bachelors,Software Engineer Manager,8,135000,gbp
2068,27,Male,Bachelors,Front end Developer,2,65000,gbp
2069,43,Female,PhD,Senior Project Engineer,14,190000,gbp
2070,34,Male,Masters,Back end Developer,8,140000,gbp
2071,46,Male,PhD,Software Engineer Manager,16,185000,gbp
2072,33,Female,Bachelors,Full Stack Engineer,7,130000,gbp
2073,30,Female,Masters,Front end Developer,5,105000,gbp
2074,50,Male,PhD,Senior Project Engineer,19,200000,gbp
2075,30,Male,Bachelors,Back end Developer,5,100000,gbp
2076,42,Male,Masters,Software Engineer Manager,13,170000,gbp
2077,33,Female,Bachelors,Full Stack Engineer,6,115000,gbp
2078,45,Male,PhD,Senior Project Engineer,16,185000,gbp
2079,29,Female,Bachelors,Front end Developer,4,90000,gbp
2080,39,Female,Masters,Software Engineer Manager,12,160000,gbp
2081,27,Male,Bachelors,Back end Developer,3,80000,gbp
2082,49,Male,PhD,Senior Project Engineer,17,195000,gbp
2083,32,Female,Masters,Full Stack Engineer,6,115000,gbp
2084,36,Male,Bachelors,Software Engineer Manager,8,135000,gbp
2085,27,Male,Bachelors,Front end Developer,2,65000,gbp
2086,43,Female,PhD,Senior Project Engineer,14,190000,gbp
2087,34,Male,Masters,Back end Developer,8,140000,gbp
2088,46,Male,PhD,Software Engineer Manager,16,185000,gbp
2089,33,Female,Bachelors,Full Stack Engineer,7,130000,gbp
